,Blue,Green,Red,NIR,SWIR1,SWIR2
9888,47,38,34,27,6,5
9889,34,26,25,29,8,7
9890,27,22,16,66,32,13
9891,24,20,13,72,35,13
9892,26,20,18,63,34,15
9893,29,21,15,40,22,11
9894,27,22,20,100,43,18
9895,33,25,20,73,24,16
9896,40,29,27,25,3,2
9897,37,30,23,17,4,2
9898,27,22,19,78,47,18
9899,24,20,16,58,33,15
9900,27,22,23,49,38,17
9901,27,22,21,49,33,15
9902,29,24,23,55,27,12
9903,24,20,13,76,39,13
9904,28,21,16,52,19,7
9905,30,23,19,69,26,14
9906,40,28,23,16,3,1
9907,104,108,110,101,15,13
9908,35,22,20,27,13,6
9909,31,21,17,40,26,12
9910,35,28,23,60,28,13
9911,35,28,26,33,9,5
9912,45,32,25,51,9,5
9913,25,19,13,35,27,11
9914,27,21,20,48,39,20
9915,37,29,24,17,2,2
9916,27,22,19,59,26,13
9917,39,30,28,27,4,3
9918,27,22,17,71,16,10
9919,32,25,21,40,28,12
9920,29,24,22,52,41,19
9921,37,27,25,26,6,6
9922,31,22,16,41,24,11
9923,31,21,17,38,24,10
9924,53,44,42,39,3,3
9925,25,19,14,48,24,11
9926,27,21,18,57,26,11
9927,25,20,13,49,27,12
9928,25,19,14,51,23,8
9929,41,27,23,15,3,3
9930,66,64,62,80,25,16
9931,36,25,21,40,24,11
9932,35,26,23,52,28,11
9933,26,22,17,68,35,16
9934,37,29,24,35,13,6
9935,40,30,24,64,18,7
9936,27,22,20,53,26,13
9937,104,117,111,162,16,13
9938,25,21,15,66,35,15
9939,29,24,22,50,32,14
9940,38,30,28,49,17,7
9941,50,39,37,31,3,2
9942,29,23,22,57,39,20
9943,28,22,22,73,49,21
9944,35,22,20,35,20,11
9945,26,20,16,53,23,11
9946,39,30,25,60,29,15
9947,66,69,65,113,31,17
9948,28,22,20,58,18,11
9949,37,24,17,28,4,1
9950,25,20,17,64,13,10
9951,28,25,19,51,25,10
9952,30,21,14,60,21,8
9953,66,66,66,87,29,17
9954,30,20,17,39,25,12
9955,42,35,33,35,4,1
9956,26,19,13,63,36,11
9957,28,23,21,51,13,8
9958,34,30,30,33,3,2
9959,42,35,33,33,7,3
9960,41,36,36,49,16,8
9961,45,32,26,37,3,3
9962,42,34,33,27,5,3
9963,30,25,22,54,31,15
9964,25,19,16,55,33,15
9965,47,37,34,30,12,8
9966,39,30,27,13,3,1
9967,28,21,15,38,27,11
9968,27,19,13,46,25,11
9969,30,21,16,42,27,12
9970,29,22,16,43,28,13
9971,25,20,20,67,15,7
9972,30,25,23,57,47,26
9973,27,20,13,44,27,11
9974,47,39,35,33,5,7
9975,25,19,12,40,26,11
9976,28,21,15,64,34,12
9977,29,20,15,35,25,11
9978,28,22,18,45,31,14
9979,66,70,65,107,25,13
9980,33,26,20,28,10,5
9981,25,18,13,58,31,11
9982,29,22,20,53,30,14
9983,34,27,23,26,6,4
9984,65,67,66,99,30,19
9985,31,21,18,41,26,11
9986,35,21,16,12,4,2
9987,26,21,17,41,24,12
9988,32,22,18,40,24,12
9989,35,25,22,60,22,10
9990,26,20,14,49,30,12
9991,29,24,21,57,36,18
9992,39,25,22,54,19,11
9993,36,29,26,23,12,7
9994,26,21,19,55,32,12
9995,66,65,65,82,16,10
9996,25,19,17,41,29,13
9997,37,29,26,27,8,3
9998,28,23,15,37,21,9
9999,30,22,17,53,29,12
10000,38,36,33,17,9,7
10001,28,19,12,8,4,3
10002,29,19,13,7,3,2
10003,28,23,21,39,33,16
10004,45,42,36,95,60,31
10005,27,17,12,8,6,3
10006,35,29,27,36,28,21
10007,26,18,11,27,15,5
10008,29,22,18,8,3,1
10009,30,24,21,66,41,19
10010,64,58,58,67,45,33
10011,26,19,15,6,2,1
10012,25,16,10,5,3,3
10013,65,63,64,80,77,51
10014,45,41,36,88,54,30
10015,46,38,33,28,24,18
10016,33,25,21,46,23,10
10017,31,21,15,11,8,5
10018,27,16,10,7,2,2
10019,42,38,33,64,28,16
10020,38,36,32,86,55,29
10021,34,31,25,88,53,25
10022,28,22,17,67,36,14
10023,32,27,20,11,6,4
10024,27,22,16,65,28,11
10025,27,18,12,8,5,3
10026,58,54,50,43,38,31
10027,46,44,40,28,20,17
10028,30,28,29,57,63,32
10029,47,39,33,28,23,18
10030,60,55,52,85,46,29
10031,29,20,13,8,5,4
10032,27,18,16,7,3,2
10033,46,38,32,26,18,15
10034,41,36,33,24,20,15
10035,30,22,15,63,28,10
10036,61,59,58,98,78,49
10037,41,35,32,73,53,26
10038,58,53,51,73,52,39
10039,36,33,27,86,52,23
10040,50,45,42,82,52,32
10041,38,36,34,19,9,8
10042,29,25,20,11,5,3
10043,40,35,32,20,12,8
10044,32,28,27,13,5,4
10045,27,17,12,7,3,2
10046,27,18,13,8,4,3
10047,40,36,35,25,14,12
10048,23,16,9,24,11,3
10049,65,61,61,52,42,35
10050,36,28,22,16,11,9
10051,45,41,36,88,60,33
10052,28,18,12,7,4,3
10053,24,18,12,33,16,5
10054,28,17,12,7,3,2
10055,31,25,21,10,4,2
10056,29,18,13,8,5,4
10057,80,74,72,85,47,36
10058,32,26,26,37,41,21
10059,27,19,13,43,20,6
10060,76,70,67,88,48,35
10061,54,49,45,81,45,27
10062,32,24,20,10,3,3
10063,28,21,18,30,22,9
10064,25,16,11,25,8,3
10065,32,27,23,65,56,25
10066,32,28,30,20,10,7
10067,26,20,14,5,1,1
10068,28,18,12,9,5,3
10069,38,33,29,20,16,13
10070,27,24,15,97,45,15
10071,34,26,20,15,10,8
10072,26,22,13,74,32,10
10073,45,40,38,33,23,18
10074,25,15,10,7,3,2
10075,31,24,18,9,4,3
10076,45,41,37,83,58,33
10077,38,31,26,50,30,15
10078,39,30,22,16,13,11
10079,30,23,18,28,11,8
10080,44,39,37,39,23,18
10081,42,37,36,64,43,26
10082,30,20,15,10,7,4
10083,40,31,25,19,11,7
10084,29,19,13,8,4,3
10085,25,16,10,6,3,2
10086,30,22,16,8,3,3
10087,25,15,9,5,2,2
10088,29,22,19,14,10,7
10089,23,14,9,24,10,3
10090,46,40,36,74,43,26
10091,42,38,34,21,12,8
10092,56,50,46,73,37,24
10093,30,23,18,8,3,2
10094,31,25,20,9,4,2
10095,29,25,19,62,35,15
10096,44,39,34,67,40,24
10097,33,26,20,13,9,7
10098,26,21,13,58,30,12
10099,27,22,15,70,33,12
10100,42,41,38,23,16,13
10101,31,25,18,76,33,14
10102,46,42,37,83,43,23
10103,35,31,29,41,24,13
10104,39,34,29,65,35,18
10105,51,47,42,78,44,25
10106,26,23,19,61,50,19
10107,35,29,25,20,19,14
10108,26,19,12,39,17,6
10109,29,21,15,8,4,2
10110,33,24,18,14,11,8
10111,27,22,18,45,30,14
10112,26,16,11,7,3,2
10113,38,32,28,20,13,11
10114,26,16,10,6,5,3
10115,26,20,15,31,13,5
10116,24,16,11,5,1,1
10117,26,20,14,6,1,0
10118,80,75,73,68,40,34
10119,56,53,49,84,48,28
10120,31,27,24,11,5,4
10121,30,20,15,10,4,3
10122,46,40,34,26,19,16
10123,34,24,19,15,11,8
10124,26,23,13,87,45,15
10125,27,19,13,8,5,3
10126,37,38,43,69,76,40
10127,30,27,19,81,42,17
10128,25,18,12,56,23,8
10129,53,47,44,76,38,24
10130,34,28,26,23,13,9
10131,27,24,16,90,49,15
10132,29,25,17,96,54,19
10133,29,25,17,66,32,13
10134,35,29,27,24,12,7
10135,35,27,20,16,10,8
10136,35,31,23,11,6,5
10137,36,29,26,32,20,13
10138,31,21,17,11,9,7
10139,23,15,9,25,9,3
10140,30,28,18,98,53,18
10141,37,28,22,18,15,13
10142,27,20,13,67,32,10
10143,34,30,24,86,41,17
10144,36,33,36,49,46,22
10145,25,18,11,40,20,5
10146,36,30,26,88,39,19
10147,42,34,25,19,13,9
10148,34,26,21,15,11,8
10149,29,24,16,86,48,17
10150,30,23,16,10,7,5
10151,32,26,21,10,5,4
10152,34,31,26,14,7,5
10153,59,54,51,85,45,28
10154,25,19,14,57,31,12
10155,27,16,11,6,3,1
10156,49,48,46,97,74,44
10157,55,47,45,39,42,32
10158,24,18,18,8,1,0
10159,61,56,54,84,46,30
10160,53,49,47,79,57,36
10161,28,22,17,31,19,8
10162,31,22,15,9,4,3
10163,46,42,38,75,50,29
10164,28,24,19,78,59,22
10165,28,26,17,103,46,15
10166,29,23,18,8,3,2
10167,26,16,10,6,2,2
10168,50,44,42,46,44,31
10169,23,15,9,28,10,4
10170,28,19,12,7,3,2
10171,26,18,13,11,5,4
10172,28,19,13,9,6,4
10173,29,27,19,87,56,22
10174,48,43,43,49,41,27
10175,44,40,37,55,34,25
10176,30,28,18,92,54,19
10177,30,25,20,12,6,4
10178,27,18,12,7,4,3
10179,48,43,39,83,53,30
10180,34,28,25,26,20,12
10181,25,18,15,6,1,1
10182,37,28,24,18,15,12
10183,44,38,28,22,14,11
10184,29,19,13,9,6,4
10185,38,30,24,19,17,12
10186,29,21,17,65,18,8
10187,54,49,46,56,38,30
10188,30,20,14,9,4,2
10189,31,21,17,12,8,5
10190,37,32,26,82,45,23
10191,32,26,24,30,31,17
10192,32,25,24,43,51,27
10193,52,50,46,85,55,34
10194,40,35,29,19,14,12
10195,30,21,16,10,4,3
10196,50,46,45,50,39,28
10197,36,31,29,20,14,11
10198,29,22,15,9,6,4
10199,52,47,43,79,44,26
10200,57,51,48,73,38,25
10201,29,23,20,8,2,1
10202,58,54,51,81,53,36
10203,48,44,39,82,54,32
10204,37,28,23,18,14,12
10205,34,28,23,14,11,9
10206,44,40,36,82,52,27
10207,26,18,14,22,7,2
10208,27,23,15,98,53,18
10209,24,16,10,5,1,1
10210,42,37,32,58,33,21
10211,40,37,34,24,14,12
10212,55,51,50,61,32,25
10213,38,31,29,18,10,7
10214,33,28,22,70,36,15
10215,36,27,21,16,12,8
10216,34,25,18,13,9,7
10217,38,30,24,20,21,16
10218,28,19,12,8,5,3
10219,30,20,14,8,4,3
10220,48,42,38,73,49,30
10221,43,37,34,27,24,18
10222,29,21,13,9,6,4
10223,30,25,22,33,27,13
10224,34,28,25,31,19,9
10225,33,28,17,10,6,4
10226,28,19,12,7,3,2
10227,27,24,17,90,45,14
10228,28,19,14,10,6,6
10229,25,15,10,5,2,1
10230,36,27,22,17,15,11
10231,24,18,11,53,13,3
10232,23,16,10,32,13,4
10233,35,26,22,22,13,9
10234,32,26,21,59,40,17
10235,38,33,27,76,45,23
10236,29,27,19,93,55,19
10237,30,22,21,25,27,16
10238,53,47,45,74,37,24
10239,27,18,12,8,4,2
10240,32,27,23,62,30,13
10241,36,32,26,17,14,11
10242,31,24,17,11,7,6
10243,25,14,9,5,1,1
10244,31,26,24,54,31,15
10245,26,22,14,78,44,15
10246,28,23,16,84,48,16
10247,30,21,13,7,4,3
10248,27,25,17,81,47,18
10249,28,22,17,50,26,10
10250,26,18,12,33,16,5
10251,26,20,14,47,19,8
10252,36,26,21,16,11,9
10253,27,18,13,15,10,4
10254,30,22,14,9,7,4
10255,60,55,53,82,45,31
10256,29,24,19,65,27,12
10257,25,16,11,32,11,3
10258,54,45,41,35,30,22
10259,36,32,31,27,14,10
10260,30,24,22,9,3,3
10261,30,21,14,9,5,4
10262,22,14,9,19,8,2
10263,30,23,18,11,7,5
10264,28,21,15,41,11,6
10265,33,25,18,13,10,7
10266,31,19,14,10,5,3
10267,40,37,32,75,55,29
10268,28,20,13,9,5,3
10269,26,16,10,6,3,2
10270,28,24,17,72,44,16
10271,32,28,21,89,41,17
10272,40,34,36,48,49,26
10273,29,25,21,58,45,19
10274,28,25,18,72,43,17
10275,60,59,60,106,87,45
10276,41,37,31,84,50,25
10277,24,18,15,5,1,1
10278,49,41,36,31,23,20
10279,45,39,35,28,23,20
10280,36,29,22,17,14,11
10281,45,39,37,28,30,22
10282,34,24,20,16,12,9
10283,38,32,25,20,18,13
10284,52,44,41,70,42,27
10285,28,24,25,12,2,1
10286,28,18,13,8,5,4
10287,31,23,20,18,13,9
10288,32,25,20,19,13,7
10289,30,23,19,8,3,2
10290,31,22,16,12,9,8
10291,32,25,17,11,8,6
10292,26,18,15,9,5,3
10293,35,32,26,87,53,23
10294,29,23,17,8,4,2
10295,33,26,23,15,9,7
10296,24,20,11,80,41,13
10297,58,53,50,37,24,16
10298,26,22,16,83,49,17
10299,53,44,41,36,34,26
10300,28,18,12,8,4,3
10301,44,40,36,74,50,28
10302,26,16,12,6,5,3
10303,36,33,26,77,45,22
10304,76,69,68,65,50,31
10305,24,20,13,85,39,13
10306,54,48,44,35,27,20
10307,40,35,32,39,27,16
10308,63,58,56,69,43,31
10309,49,44,44,49,41,28
10310,55,50,46,76,39,25
10311,42,38,31,90,53,26
10312,26,17,12,25,11,3
10313,32,31,21,114,60,24
10314,27,21,15,68,31,10
10315,54,51,51,49,39,29
10316,29,19,13,8,5,4
10317,28,20,12,7,4,3
10318,40,37,31,89,52,25
10319,37,28,23,17,15,12
10320,36,30,29,33,24,14
10321,27,22,17,69,28,9
10322,33,29,28,26,17,9
10323,60,53,50,47,29,23
10324,29,21,14,9,6,5
10325,23,15,9,21,7,2
10326,50,41,37,32,26,20
10327,31,22,17,12,11,7
10328,27,25,15,99,52,19
10329,53,47,43,76,38,25
10330,27,17,11,8,5,4
10331,34,31,26,73,51,23
10332,36,28,21,17,12,9
10333,27,20,14,83,23,7
10334,29,25,20,9,5,3
10335,29,23,18,7,2,1
10336,35,25,20,16,12,8
10337,41,33,25,19,16,12
10338,42,37,33,73,40,24
10339,34,26,20,17,14,10
10340,26,19,13,33,16,6
10341,55,51,48,57,33,23
10342,28,24,16,86,53,17
10343,29,22,17,45,23,10
10344,52,46,40,37,27,23
10345,36,30,28,47,23,16
10346,54,49,49,57,45,34
10347,28,23,16,71,33,12
10348,50,44,42,76,57,34
10349,26,22,13,105,47,15
10350,33,25,17,12,9,7
10351,73,68,67,83,45,33
10352,29,22,14,9,5,4
10353,25,20,16,5,2,2
10354,26,25,16,89,50,18
10355,28,21,16,41,21,9
10356,25,16,10,4,2,1
10357,36,32,31,42,43,24
10358,26,24,16,88,49,17
10359,24,17,11,28,16,6
10360,32,28,29,24,12,7
10361,90,93,94,101,76,51
10362,55,52,48,83,45,27
10363,32,27,23,16,10,7
10364,31,22,16,11,7,5
10365,29,23,17,66,24,10
10366,40,36,36,38,29,17
10367,33,30,32,17,7,5
10368,24,14,10,4,2,1
10369,25,17,11,5,1,1
10370,37,31,23,15,9,6
10371,29,19,12,9,5,4
10372,30,22,18,8,3,2
10373,29,28,21,104,65,24
10374,40,31,28,23,16,13
10375,39,35,29,15,9,4
10376,70,66,65,93,63,42
10377,33,26,22,42,21,11
10378,30,23,16,11,8,5
10379,25,16,10,6,2,1
10380,26,22,13,94,29,8
10381,27,18,15,11,5,4
10382,47,45,40,124,68,34
10383,56,51,50,66,50,36
10384,27,25,16,100,55,19
10385,25,23,14,76,41,15
10386,33,28,22,13,7,4
10387,31,24,20,11,6,3
10388,33,28,23,13,8,5
10389,30,24,21,42,21,10
10390,26,19,18,7,1,2
10391,67,64,61,89,46,32
10392,29,21,13,8,5,4
10393,25,21,14,73,23,7
10394,27,18,12,8,4,2
10395,85,73,68,66,32,15
10396,55,50,48,60,36,28
10397,30,19,13,8,4,4
10398,35,32,26,78,50,24
10399,37,30,25,18,14,11
10400,32,28,23,13,6,5
10401,28,20,13,9,4,3
10402,30,27,27,12,4,2
10403,34,32,29,105,71,29
10404,30,26,24,11,6,4
10405,51,49,47,41,33,25
10406,35,30,24,74,43,19
10407,62,57,56,87,55,39
10408,27,19,12,8,4,3
10409,28,20,14,31,16,7
10410,30,22,17,9,3,2
10411,35,26,19,14,9,7
10412,24,17,12,4,1,1
10413,42,38,35,25,17,13
10414,41,36,30,61,39,22
10415,62,57,55,48,30,25
10416,27,20,16,42,15,8
10417,24,15,10,32,8,2
10418,56,49,42,38,29,24
10419,24,15,9,25,8,4
10420,32,25,19,12,8,7
10421,27,22,17,54,29,13
10422,41,35,31,51,26,13
10423,50,46,43,45,34,21
10424,37,35,33,17,9,6
10425,59,52,46,81,48,24
10426,32,27,24,12,6,4
10427,47,45,43,29,18,15
10428,55,51,49,34,21,14
10429,53,49,46,34,23,17
10430,38,37,35,71,57,32
10431,30,23,19,18,12,8
10432,25,19,14,53,27,9
10433,38,33,29,58,32,20
10434,48,43,39,82,53,30
10435,27,24,18,74,50,18
10436,58,53,53,50,34,26
10437,35,31,25,86,41,19
10438,30,24,19,73,26,10
10439,45,40,37,58,39,29
10440,91,90,90,97,52,43
10441,61,54,52,75,38,26
10442,38,34,34,28,19,14
10443,38,33,27,16,11,7
10444,30,20,18,15,9,5
10445,32,26,20,50,21,9
10446,27,17,11,8,4,2
10447,33,27,22,43,32,17
10448,32,25,21,11,6,5
10449,27,21,14,86,25,6
10450,31,25,22,11,3,2
10451,35,27,18,11,8,6
10452,27,21,14,72,35,10
10453,36,32,28,16,14,9
10454,27,18,12,7,4,3
10455,36,28,19,13,10,8
10456,26,21,16,60,21,7
10457,26,24,14,89,42,14
10458,36,29,25,16,8,6
10459,41,33,27,23,16,12
10460,32,26,22,17,9,7
10461,28,20,13,9,6,4
10462,68,62,61,66,46,30
10463,29,23,17,72,29,11
10464,57,51,50,71,44,31
10465,32,23,14,9,4,2
10466,38,33,32,64,65,38
10467,48,43,38,75,55,32
10468,26,18,14,6,3,2
10469,61,54,52,48,31,24
10470,56,53,49,87,50,31
10471,49,39,34,29,24,19
10472,25,15,10,6,2,1
10473,29,28,21,90,55,20
10474,50,41,36,31,22,19
10475,29,21,15,32,13,7
10476,36,29,25,23,11,9
10477,31,21,14,9,6,4
10478,27,22,17,67,27,8
10479,37,32,28,19,11,6
10480,57,51,48,76,38,25
10481,23,14,8,4,1,1
10482,43,33,26,20,17,12
10483,41,32,28,24,19,15
10484,24,14,8,4,1,1
10485,26,15,10,6,2,2
10486,62,56,55,67,53,41
10487,34,29,27,18,12,8
10488,64,56,52,49,40,34
10489,31,22,15,10,6,5
10490,27,17,12,7,4,3
10491,53,48,43,83,47,30
10492,26,20,14,57,18,6
10493,31,28,20,90,48,19
10494,30,20,14,9,5,4
10495,26,21,14,83,25,8
10496,32,22,17,13,10,8
10497,45,40,38,52,45,25
10498,26,21,13,78,39,13
10499,33,29,22,82,43,18
10500,35,26,18,13,10,8
10501,26,20,15,64,24,8
10502,38,31,26,57,23,14
10503,25,16,10,5,2,1
10504,29,22,16,9,5,3
10505,35,29,26,17,12,8
10506,39,34,34,42,39,22
10507,26,20,13,52,24,8
10508,25,22,18,6,2,0
10509,49,43,39,32,24,19
10510,34,26,21,16,17,10
10511,29,27,20,84,53,21
10512,29,22,14,9,6,4
10513,29,23,19,39,29,14
10514,34,26,22,21,9,4
10515,55,51,47,80,43,27
10516,29,21,14,9,5,4
10517,46,41,39,40,24,14
10518,25,17,10,34,13,4
10519,26,18,13,18,15,8
10520,56,52,48,87,46,28
10521,31,22,16,12,8,7
10522,32,25,18,13,8,6
10523,29,23,18,25,15,8
10524,42,37,32,66,42,26
10525,27,23,16,85,41,14
10526,29,19,13,9,4,2
10527,32,25,20,10,4,2
10528,25,17,13,28,19,7
10529,49,43,40,66,45,30
10530,41,36,30,82,45,23
10531,27,19,13,7,3,3
10532,25,21,12,98,49,16
10533,37,28,23,18,12,10
10534,47,42,38,71,40,22
10535,30,24,18,8,4,2
10536,26,19,13,67,26,10
10537,25,24,14,80,47,17
10538,37,29,22,17,13,11
10539,43,38,34,73,54,29
10540,25,18,17,5,2,1
10541,26,17,12,6,2,2
10542,31,20,15,11,7,5
10543,51,43,37,31,20,14
10544,38,32,28,19,9,6
10545,28,18,13,8,4,3
10546,48,44,41,75,52,31
10547,37,29,23,19,14,11
10548,34,30,25,15,9,8
10549,37,30,23,18,14,11
10550,34,29,25,13,9,6
10551,58,54,49,87,47,31
10552,31,28,20,91,48,18
10553,27,16,11,7,4,3
10554,32,25,18,13,10,7
10555,31,21,14,9,4,2
10556,40,31,23,18,15,13
10557,36,31,27,18,13,9
10558,27,25,19,83,54,19
10559,33,30,32,16,6,4
10560,43,36,35,46,35,22
10561,57,45,40,51,23,9
10562,24,20,13,68,37,12
10563,43,39,36,88,64,33
10564,32,22,17,13,10,8
10565,32,26,19,9,4,3
10566,55,51,48,84,46,28
10567,26,18,11,37,15,5
10568,32,26,21,30,16,10
10569,60,51,46,39,30,22
10570,24,16,10,29,11,4
10571,31,24,17,11,7,6
10572,25,19,12,56,16,4
10573,28,19,13,8,3,3
10574,30,27,19,89,46,19
10575,24,15,9,25,6,2
10576,28,19,12,8,3,3
10577,38,33,30,18,9,6
10578,60,55,53,82,49,30
10579,34,25,20,15,14,9
10580,62,57,55,57,34,26
10581,37,30,21,14,9,7
10582,28,21,14,8,5,3
10583,30,25,24,39,32,14
10584,40,37,30,94,54,27
10585,28,26,19,80,57,19
10586,24,16,12,26,10,4
10587,30,25,22,11,5,3
10588,40,33,31,27,14,10
10589,53,43,36,30,20,14
10590,30,23,19,8,2,2
10591,27,18,11,6,2,2
10592,27,18,13,7,4,3
10593,30,22,15,9,6,4
10594,44,39,38,52,41,30
10595,29,22,20,15,7,5
10596,55,47,42,38,28,23
10597,39,30,25,21,22,16
10598,24,21,11,63,25,8
10599,27,20,13,73,24,7
10600,50,43,40,55,36,23
10601,38,31,28,22,19,13
10602,30,20,15,10,6,5
10603,25,19,17,6,1,1
10604,60,52,47,43,32,26
10605,30,21,16,8,4,3
10606,54,49,49,52,40,30
10607,24,17,10,32,12,4
10608,27,17,11,7,3,3
10609,31,24,18,9,4,4
10610,34,28,25,19,13,10
10611,34,26,20,14,11,8
10612,28,18,11,7,3,2
10613,30,20,14,10,6,4
10614,27,20,14,7,3,4
10615,28,24,21,67,53,20
10616,28,28,18,96,50,17
10617,30,23,19,8,3,2
10618,27,16,10,6,3,3
10619,38,32,27,18,13,9
10620,40,35,31,96,42,19
10621,32,23,15,10,4,3
10622,24,14,8,5,1,1
10623,27,17,11,7,4,2
10624,29,24,16,70,25,10
10625,28,22,23,11,2,1
10626,29,21,14,9,6,5
10627,27,20,16,13,7,4
10628,35,27,20,16,11,7
10629,43,36,34,46,35,20
10630,71,66,65,63,47,36
10631,42,38,34,73,53,29
10632,25,18,10,30,11,3
10633,31,27,25,49,38,19
10634,27,21,14,87,48,16
10635,35,30,23,85,48,20
10636,26,21,14,80,34,12
10637,36,28,22,14,12,8
10638,59,54,52,71,42,28
10639,31,27,24,37,22,12
10640,30,23,17,8,4,3
10641,32,23,16,10,7,4
10642,27,18,12,8,4,2
10643,34,26,22,20,10,7
10644,24,16,9,36,15,5
10645,33,32,22,103,55,20
10646,32,23,18,13,11,8
10647,43,36,29,24,15,13
10648,45,41,36,75,40,22
10649,44,41,38,79,57,31
10650,28,18,12,7,3,3
10651,70,65,64,80,51,41
10652,28,27,17,108,55,18
10653,39,30,25,19,16,13
10654,34,30,26,15,9,7
10655,36,31,23,13,8,5
10656,40,35,32,69,49,25
10657,67,62,60,77,45,32
10658,46,40,36,28,15,11
10659,29,18,13,8,4,3
10660,39,35,30,63,39,22
10661,57,52,48,85,56,35
10662,26,21,14,62,34,12
10663,28,23,18,42,36,15
10664,28,20,12,7,4,3
10665,32,29,24,13,8,6
10666,58,53,50,79,59,42
10667,29,21,15,8,4,3
10668,39,31,25,21,17,14
10669,35,31,26,74,38,19
10670,29,21,17,28,18,7
10671,24,17,11,38,16,5
10672,36,33,33,13,3,3
10673,60,56,53,87,48,33
10674,60,56,52,85,44,29
10675,31,24,15,10,6,4
10676,27,17,12,8,3,4
10677,25,16,10,31,10,3
10678,34,23,18,14,10,9
10679,29,21,15,9,6,4
10680,33,24,17,13,9,8
10681,27,23,14,79,43,15
10682,38,33,30,25,17,14
10683,29,24,20,9,4,3
10684,28,18,13,9,6,3
10685,29,26,17,76,44,18
10686,40,32,28,37,26,16
10687,23,14,8,4,1,1
10688,26,21,14,70,27,8
10689,30,21,14,8,4,2
10690,69,61,58,78,48,25
10691,36,30,28,36,29,19
10692,29,22,15,9,5,4
10693,32,25,20,10,4,3
10694,46,39,32,27,20,16
10695,23,14,9,23,6,2
10696,28,20,13,8,4,3
10697,27,20,17,13,6,3
10698,28,18,12,9,4,3
10699,29,20,13,9,6,5
10700,44,41,35,78,41,22
10701,26,18,12,46,18,5
10702,30,26,18,97,56,20
10703,25,22,14,53,28,10
10704,50,46,42,81,54,33
10705,36,32,29,16,8,7
10706,36,30,20,14,10,8
10707,28,27,17,107,55,17
10708,34,25,21,15,12,9
10709,27,21,15,58,27,10
10710,28,22,16,33,20,8
10711,63,56,51,46,38,31
10712,33,29,27,34,21,12
10713,28,21,19,9,3,3
10714,54,48,44,66,45,35
10715,66,61,61,68,58,38
10716,30,24,25,14,5,3
10717,26,21,14,76,36,12
10718,35,26,22,17,15,11
10719,27,22,16,47,20,6
10720,34,27,21,15,11,9
10721,32,23,16,11,9,6
10722,30,23,18,42,22,9
10723,44,38,32,26,17,14
10724,28,20,13,8,5,3
10725,46,42,39,30,24,19
10726,56,51,50,57,32,23
10727,35,26,21,15,14,10
10728,36,34,29,77,51,24
10729,47,42,40,60,45,29
10730,25,21,13,91,46,14
10731,74,69,68,85,53,39
10732,44,39,36,67,45,25
10733,42,39,34,99,62,27
10734,26,21,13,80,29,9
10735,29,23,18,54,26,11
10736,26,19,14,48,11,3
10737,38,35,39,83,68,33
10738,57,52,48,83,47,30
10739,65,59,58,64,47,34
10740,34,25,20,16,13,10
10741,32,23,16,10,7,5
10742,31,28,22,90,59,21
10743,31,21,14,10,6,5
10744,29,22,16,8,2,2
10745,35,30,26,20,15,12
10746,30,24,18,9,5,4
10747,30,21,15,8,4,3
10748,47,42,37,25,19,16
10749,32,23,19,14,13,10
10750,43,35,33,29,24,19
10751,40,36,30,75,48,26
10752,41,33,28,24,23,20
10753,25,17,11,5,2,2
10754,42,36,30,21,16,13
10755,25,16,11,12,7,3
10756,27,26,18,77,51,19
10757,32,25,18,9,6,5
10758,26,20,13,80,27,8
10759,33,26,22,13,6,4
10760,52,46,43,70,41,23
10761,45,38,37,39,35,22
10762,30,24,18,58,27,12
10763,35,30,26,15,5,3
10764,32,27,23,63,33,15
10765,32,27,21,45,23,11
10766,26,21,12,83,37,11
10767,25,20,13,57,24,7
10768,30,22,19,12,6,4
10769,57,49,44,38,30,28
10770,31,21,16,10,7,4
10771,46,40,35,70,45,23
10772,27,22,15,84,27,8
10773,31,23,17,12,8,6
10774,26,20,13,60,29,9
10775,29,22,18,9,5,3
10776,24,16,11,30,9,3
10777,25,15,10,27,7,2
10778,26,16,11,7,3,2
10779,32,27,22,51,29,14
10780,35,28,22,15,13,9
10781,25,16,11,11,4,3
10782,52,47,44,78,55,37
10783,27,22,16,78,29,10
10784,27,24,15,90,40,14
10785,28,19,13,9,5,3
10786,57,53,51,67,49,32
10787,28,26,20,73,55,24
10788,30,25,22,51,38,18
10789,30,22,16,11,6,4
10790,77,69,69,69,42,29
10791,31,24,18,9,4,2
10792,33,30,23,73,51,23
10793,26,19,15,5,2,1
10794,33,24,19,14,9,7
10795,31,24,16,10,7,6
10796,25,18,14,5,1,0
10797,31,26,21,59,26,12
10798,29,23,23,16,6,3
10799,27,22,16,61,26,9
10800,33,24,19,14,10,7
10801,63,58,57,52,31,22
10802,26,15,10,6,2,1
10803,74,69,67,88,50,37
10804,28,22,22,9,3,2
10805,32,24,18,13,10,7
10806,39,37,32,84,59,31
10807,36,33,30,46,33,18
10808,25,20,19,7,2,0
10809,54,49,46,82,45,28
10810,30,21,15,10,5,3
10811,30,23,21,8,3,1
10812,25,19,16,6,1,2
10813,33,30,23,75,45,20
10814,26,23,15,89,50,16
10815,64,59,56,82,47,31
10816,24,17,10,25,9,3
10817,27,26,17,101,53,19
10818,36,29,24,16,11,9
